0,0.33,31.30,#,#,#,#,#,#,#,#,#,#,-9.79,-5.15,-2.84,0.26,0.23,-0.45,22.41,0,1000.00,*D7
1641,958.83,55.80,#,#,#,#,#,#,#,185.48,0.32,26.06,30.22,-3.35,-4.64,-2.48,-0.04,-0.49,0.47,26.74,0,1000.00,*8B
1642,959.42,55.10,#,#,#,#,#,#,#,185.15,0.32,26.06,30.21,-4.64,-4.82,-1.95,0.28,-0.08,0.39,26.69,0,1000.00,*A5
1643,960.00,55.10,#,#,#,#,#,#,#,185.35,0.32,26.06,30.20,-3.76,-5.35,-2.34,-0.24,-0.20,0.29,26.60,0,1000.00,*29
1644,960.59,55.10,#,#,#,#,#,#,#,185.48,0.32,26.06,30.20,-4.12,-4.22,-2.40,0.07,-0.24,0.48,26.65,0,1000.00,*B7
1645,961.17,55.80,#,#,#,#,#,#,#,185.73,0.32,26.06,30.19,-4.77,-3.52,-2.93,0.18,-0.02,0.46,26.65,0,1000.00,*30
1646,961.75,55.80,#,#,#,#,#,#,#,185.72,0.32,26.06,30.18,-4.31,-3.95,-2.68,-0.02,0.60,0.12,26.60,0,1000.00,*36
1647,962.34,55.80,#,#,#,#,#,#,#,185.63,0.32,26.06,30.19,-4.45,-4.29,-3.04,-0.50,0.27,0.00,26.55,0,1000.00,*B8
1648,962.92,55.10,#,#,#,#,#,#,#,185.61,0.32,26.05,30.17,-4.86,-4.42,-2.77,-0.11,0.46,0.10,26.69,0,1000.00,*A4
1649,963.50,55.80,#,#,#,#,#,#,#,185.60,0.32,26.06,30.17,-5.55,-5.63,-1.86,-0.36,0.27,-0.11,26.65,0,1000.00,*D1
1650,964.09,55.80,#,#,#,#,#,#,#,185.52,0.32,26.06,30.15,-5.31,-5.17,-3.51,-0.08,0.41,0.04,26.65,0,1000.00,*65
1651,964.67,55.80,#,#,#,#,#,#,#,185.67,0.32,26.06,30.15,-5.26,-5.79,-3.65,-0.31,0.31,-0.34,26.69,0,1000.00,*71
1652,965.25,55.80,#,#,#,#,#,#,#,185.36,0.32,26.06,30.14,-5.43,-5.58,-4.16,-0.30,0.40,-0.36,26.65,0,1000.00,*AF
1653,965.84,55.10,#,#,#,#,#,#,#,185.73,0.32,26.06,30.13,-5.62,-6.27,-3.17,-0.48,0.28,-0.13,26.65,0,1000.00,*67
1654,966.42,55.10,#,#,#,#,#,#,#,185.56,0.32,26.06,30.11,-6.18,-7.15,-3.15,-0.45,0.38,0.02,26.69,0,1000.00,*26
1655,967.01,55.80,#,#,#,#,#,#,#,185.83,0.32,26.05,30.12,-6.02,-7.32,-3.51,0.20,0.13,0.31,26.60,0,1000.00,*26
1656,967.59,55.80,#,#,#,#,#,#,#,185.62,0.32,26.05,30.11,-4.89,-7.15,-4.08,-0.26,0.34,-0.19,26.60,0,1000.00,*76
1657,968.17,55.80,#,#,#,#,#,#,#,185.82,0.32,26.05,30.11,-5.66,-7.44,-4.25,-0.15,0.13,0.12,26.65,0,1000.00,*75
1658,968.76,55.10,#,#,#,#,#,#,#,185.60,0.32,26.05,30.11,-2.77,-7.54,-6.05,-0.46,0.05,-0.25,26.65,0,1000.00,*E1
1659,969.34,55.80,#,#,#,#,#,#,#,185.61,0.32,26.05,30.11,-5.37,-8.09,-2.89,0.50,-0.15,0.85,26.69,0,1000.00,*DC
1660,969.93,55.10,#,#,#,#,#,#,#,185.91,0.32,26.05,30.13,-4.07,-9.21,-2.80,-0.11,-0.20,-0.02,26.65,0,1000.00,*91
1661,970.51,55.80,#,#,#,#,#,#,#,185.77,0.32,26.06,30.15,-5.64,-8.21,-4.46,-0.17,0.39,0.07,26.60,0,1000.00,*DF
1662,971.09,55.80,#,#,#,#,#,#,#,185.87,0.32,26.05,30.17,-5.66,-7.50,-3.45,0.12,-0.07,0.19,26.55,0,1000.00,*E0
1663,971.68,55.10,#,#,#,#,#,#,#,185.89,0.32,26.05,30.17,-7.11,-8.83,-3.84,-0.18,0.37,0.06,26.69,0,1000.00,*63
1664,972.26,55.10,#,#,#,#,#,#,#,185.94,0.32,26.05,30.15,-6.35,-9.04,-3.11,0.13,-0.18,-0.06,26.60,0,1000.00,*C8
1665,972.85,55.10,#,#,#,#,#,#,#,185.79,0.32,26.05,30.14,-6.17,-9.68,-4.58,0.14,0.30,0.40,26.60,0,1000.00,*A0
1666,973.43,55.80,#,#,#,#,#,#,#,185.81,0.32,26.05,30.14,-4.87,-9.24,-4.43,0.08,-0.48,0.27,26.55,0,1000.00,*7B
1667,974.02,55.80,#,#,#,#,#,#,#,185.71,0.31,26.05,30.13,-7.29,-9.63,-3.41,0.14,0.34,0.11,26.65,0,1000.00,*89
1668,974.60,55.80,#,#,#,#,#,#,#,185.97,0.32,26.04,30.12,-5.77,-10.26,-3.12,0.11,-0.10,-0.55,26.65,0,1000.00,*A9
1669,975.18,55.10,#,#,#,#,#,#,#,185.87,0.32,26.04,30.11,-8.03,-10.97,-3.83,0.37,-0.11,-0.21,26.74,0,1000.00,*1E
1670,975.77,55.80,#,#,#,#,#,#,#,186.02,0.32,26.04,30.10,-6.26,-10.81,-2.43,-0.11,-0.55,-0.87,26.60,0,1000.00,*D5
1671,976.35,55.10,#,#,#,#,#,#,#,185.95,0.32,26.04,30.11,-6.65,-10.23,-4.08,0.60,0.13,-0.02,26.55,0,1000.00,*4C
1672,976.94,55.10,#,#,#,#,#,#,#,186.15,0.31,26.05,30.10,-5.46,-9.60,-2.06,0.23,-1.18,0.03,26.65,0,1000.00,*26
1673,977.53,55.10,#,#,#,#,#,#,#,186.31,0.32,26.03,30.08,-4.59,-8.61,-1.08,0.72,0.81,0.54,26.69,0,1000.00,*F9
1674,978.11,55.80,#,#,#,#,#,#,#,186.12,0.32,26.04,30.08,-3.93,-9.23,-1.89,-0.10,-0.50,0.14,26.65,0,1000.00,*C9
1675,978.69,55.80,#,#,#,#,#,#,#,186.35,0.32,26.04,30.08,-5.13,-8.03,-0.84,-0.14,0.49,-0.49,26.60,0,1000.00,*18
1676,979.28,55.10,#,#,#,#,#,#,#,186.28,0.32,26.04,30.08,-4.11,-7.94,-2.10,-0.37,-0.53,-0.10,26.69,0,1000.00,*6D
1677,979.87,55.80,#,#,#,#,#,#,#,186.06,0.32,26.04,30.07,-4.28,-7.70,-0.83,-0.30,-0.08,-0.53,26.65,0,1000.00,*F7
1678,980.45,55.10,#,#,#,#,#,#,#,186.18,0.32,26.04,30.06,-3.56,-6.99,-1.51,-0.61,-0.04,-1.35,26.60,0,1000.00,*5F
1679,981.03,55.10,#,#,#,#,#,#,#,186.26,0.32,26.04,30.05,-4.16,-5.32,-1.16,-0.06,-0.00,-0.29,26.74,0,1000.00,*E8
1680,981.62,55.80,#,#,#,#,#,#,#,186.28,0.32,26.04,30.04,-3.51,-4.73,-1.95,-0.24,0.06,0.27,26.60,0,1000.00,*BA
1681,982.20,55.80,#,#,#,#,#,#,#,186.41,0.32,26.04,30.04,-3.26,-5.24,-1.79,-0.02,0.30,0.36,26.60,0,1000.00,*DE
1682,982.79,55.80,#,#,#,#,#,#,#,186.31,0.32,26.03,30.03,-3.66,-4.40,-2.33,-0.30,-0.04,0.29,26.65,0,1000.00,*B6
1683,983.37,55.80,#,#,#,#,#,#,#,186.19,0.32,26.03,30.01,-3.83,-5.08,-2.49,-0.59,0.59,-0.04,26.60,0,1000.00,*EA
1684,983.95,55.80,#,#,#,#,#,#,#,185.90,0.32,26.04,30.01,-4.18,-4.75,-2.66,-0.27,0.21,0.14,26.65,0,1000.00,*BB
1685,984.54,55.10,#,#,#,#,#,#,#,185.96,0.32,26.03,30.00,-4.37,-4.99,-2.73,-0.25,0.27,-0.15,26.69,0,1000.00,*31
1686,985.12,55.80,#,#,#,#,#,#,#,186.22,0.32,26.03,30.00,-4.19,-6.28,-2.82,-0.14,0.19,-0.17,26.69,0,1000.00,*C9
1687,985.70,55.80,#,#,#,#,#,#,#,186.32,0.32,26.03,30.00,-4.41,-6.39,-3.76,0.13,-0.07,-0.23,26.51,0,1000.00,*DC
1688,986.29,55.80,#,#,#,#,#,#,#,186.28,0.32,26.03,29.99,-4.73,-6.95,-3.00,0.16,-0.12,-0.16,26.55,0,1000.00,*A7
1689,986.87,55.80,#,#,#,#,#,#,#,186.46,0.32,26.03,29.99,-5.02,-6.95,-2.75,-0.29,0.27,-0.14,26.60,0,1000.00,*FF
1690,987.46,55.80,#,#,#,#,#,#,#,186.45,0.32,26.03,29.99,-5.26,-7.50,-2.84,-0.17,0.32,-0.10,26.65,0,1000.00,*44
1691,988.04,55.80,#,#,#,#,#,#,#,186.30,0.32,26.03,29.99,-6.30,-6.96,-3.82,-0.36,-0.46,0.04,26.55,0,1000.00,*CE
1692,988.62,55.10,#,#,#,#,#,#,#,186.57,0.32,26.03,29.98,-6.70,-8.34,-3.40,0.37,0.48,0.37,26.51,0,1000.00,*58
1693,989.21,55.10,#,#,#,#,#,#,#,186.66,0.32,26.03,29.97,-4.27,-10.00,-3.28,-0.14,0.12,-0.30,26.60,0,1000.00,*F4
1694,989.79,55.10,#,#,#,#,#,#,#,186.56,0.32,26.02,29.96,-4.53,-8.73,-4.36,-0.19,0.84,0.40,26.51,0,1000.00,*B2
1695,990.38,55.10,#,#,#,#,#,#,#,186.55,0.32,26.02,29.97,-3.13,-9.08,-4.81,0.20,-0.11,0.05,26.65,0,1000.00,*C9
1696,990.96,55.80,#,#,#,#,#,#,#,186.57,0.32,26.03,29.98,-5.51,-12.08,-3.96,0.14,-0.01,-0.41,26.65,0,1000.00,*BA
1697,991.54,55.80,#,#,#,#,#,#,#,186.60,0.32,26.03,30.00,-2.28,-12.83,-5.73,-0.27,-1.09,-1.64,26.55,0,1000.00,*3F
1698,992.13,55.80,#,#,#,#,#,#,#,186.45,0.32,26.02,30.00,-4.85,-10.96,-2.38,0.62,0.11,0.70,26.69,0,1000.00,*AF
1699,992.71,55.10,#,#,#,#,#,#,#,186.46,0.32,26.03,30.01,-3.13,-9.76,-2.26,0.28,-0.25,0.54,26.65,0,1000.00,*EB
1700,993.30,55.80,#,#,#,#,#,#,#,186.57,0.32,26.02,30.03,-4.14,-8.06,-2.69,0.57,0.32,0.16,26.60,0,1000.00,*E5
1701,993.88,55.80,#,#,#,#,#,#,#,186.69,0.32,26.02,30.03,-3.27,-7.52,-2.46,-0.54,-0.58,-0.36,26.60,0,1000.00,*8B
1702,994.46,55.80,#,#,#,#,#,#,#,186.68,0.32,26.02,30.01,-4.09,-7.93,-1.69,-0.28,0.57,-0.62,26.65,0,1000.00,*2B
1703,995.05,55.80,#,#,#,#,#,#,#,186.43,0.32,26.02,29.99,-3.24,-7.02,-1.41,-0.51,-0.35,-0.50,26.65,0,1000.00,*60
1704,995.64,55.10,#,#,#,#,#,#,#,186.46,0.32,26.03,29.99,-3.68,-8.05,-1.27,-0.71,0.52,-0.21,26.65,0,1000.00,*20
1705,996.22,55.80,#,#,#,#,#,#,#,186.65,0.32,26.02,29.98,-3.64,-6.26,-1.48,0.22,-0.81,0.28,26.65,0,1000.00,*A8
1706,996.80,55.80,#,#,#,#,#,#,#,186.66,0.32,26.02,29.97,-4.17,-6.66,-1.10,-0.09,0.69,-0.01,26.65,0,1000.00,*14
1707,997.38,55.80,#,#,#,#,#,#,#,186.63,0.32,26.02,29.97,-3.76,-6.30,-1.99,0.12,-0.65,0.44,26.55,0,1000.00,*27
1708,997.96,55.80,#,#,#,#,#,#,#,186.60,0.32,26.01,29.96,-3.75,-6.09,-1.03,0.06,-0.13,0.16,26.46,0,1000.00,*7B
1709,998.56,55.80,#,#,#,#,#,#,#,186.72,0.31,26.02,29.94,-3.04,-5.22,-1.35,-0.05,-0.65,0.37,26.55,0,1000.00,*30
1710,999.14,55.80,#,#,#,#,#,#,#,186.64,0.32,26.01,29.93,-3.30,-5.41,-1.42,0.00,0.12,0.45,26.65,0,1000.00,*39
1711,999.73,55.80,#,#,#,#,#,#,#,186.77,0.32,26.02,29.93,-3.62,-4.49,-2.41,-0.38,0.16,0.36,26.46,0,1000.00,*F6
1712,1000.31,55.80,#,#,#,#,#,#,#,186.83,0.32,26.01,29.92,-3.85,-4.38,-1.94,-0.31,0.75,0.05,26.51,0,1000.00,*9B
1713,1000.89,55.80,#,#,#,#,#,#,#,186.67,0.32,26.02,29.92,-4.11,-6.34,-3.94,-1.12,0.30,-1.03,26.60,0,1000.00,*E9
1714,1001.48,55.80,#,#,#,#,#,#,#,186.71,0.32,26.02,29.91,-4.45,-5.96,-2.52,-0.62,-1.00,-0.09,26.51,0,1000.00,*9E
1715,1002.06,55.10,#,#,#,#,#,#,#,187.00,0.32,26.01,29.90,-3.61,-6.45,-2.72,0.24,0.65,0.60,26.69,0,1000.00,*FB
1716,1002.65,55.80,#,#,#,#,#,#,#,186.84,0.32,26.01,29.87,-3.80,-6.49,-2.06,-0.32,1.17,-0.24,26.46,0,1000.00,*3F
1717,1003.23,55.80,#,#,#,#,#,#,#,187.20,0.32,26.01,29.88,-3.78,-5.67,-1.81,-0.40,-0.06,-0.04,26.55,0,1000.00,*B0
1718,1003.82,55.80,#,#,#,#,#,#,#,186.97,0.32,26.01,29.86,-4.23,-5.97,-0.58,-0.32,0.49,0.21,26.65,0,1000.00,*9E
1719,1004.40,55.80,#,#,#,#,#,#,#,187.06,0.32,26.01,29.86,-2.53,-5.38,-3.36,-0.29,0.10,0.32,26.51,0,1000.00,*1A
1720,1004.98,55.80,#,#,#,#,#,#,#,187.07,0.32,26.01,29.84,-2.02,-4.99,-4.13,-0.44,0.01,0.12,26.51,0,1000.00,*75
1721,1005.57,55.80,#,#,#,#,#,#,#,187.15,0.32,26.00,29.85,-4.10,-5.45,-3.56,0.22,-0.32,0.72,26.55,0,1000.00,*B9
1722,1006.16,55.10,#,#,#,#,#,#,#,187.11,0.32,26.01,29.84,-4.44,-6.82,-2.28,-0.36,-0.37,0.03,26.60,0,1000.00,*E7
1723,1006.74,55.80,#,#,#,#,#,#,#,186.99,0.32,26.00,29.85,-5.35,-6.75,-3.34,0.05,-0.06,0.32,26.55,0,1000.00,*53
1724,1007.32,55.10,#,#,#,#,#,#,#,186.95,0.32,26.01,29.84,-4.35,-7.73,-3.03,-0.35,0.28,0.32,26.55,0,1000.00,*BD
1725,1007.91,55.10,#,#,#,#,#,#,#,187.24,0.32,26.01,29.83,-6.16,-8.08,-4.72,0.46,0.19,0.83,26.41,0,1000.00,*81
1726,1008.49,55.80,#,#,#,#,#,#,#,187.32,0.32,26.00,29.84,-5.82,-8.49,-3.71,-0.10,-0.30,0.00,26.65,0,1000.00,*A9
1727,1009.08,55.80,#,#,#,#,#,#,#,187.17,0.32,26.01,29.84,-6.81,-9.27,-4.20,-0.49,0.23,-0.13,26.55,0,1000.00,*5E
1728,1009.66,55.10,#,#,#,#,#,#,#,186.83,0.32,26.00,29.83,-7.09,-7.83,-4.10,-0.15,-0.75,-0.23,26.55,0,1000.00,*4C
1729,1010.24,55.10,#,#,#,#,#,#,#,187.25,0.32,26.00,29.82,-6.30,-7.18,-4.24,0.57,0.99,0.54,26.60,0,1000.00,*D3
1730,1010.83,55.10,#,#,#,#,#,#,#,187.47,0.32,26.00,29.80,-5.43,-8.34,-3.38,-0.23,0.27,-0.02,26.55,0,1000.00,*D7
1731,1011.41,55.10,#,#,#,#,#,#,#,187.40,0.32,26.00,29.79,-6.68,-7.86,-4.06,0.00,0.23,0.36,26.41,0,1000.00,*7A
1732,1012.00,55.10,#,#,#,#,#,#,#,187.32,0.32,26.00,29.79,-5.80,-8.03,-4.00,-0.40,0.35,-0.43,26.55,0,1000.00,*C7
1733,1012.58,55.80,#,#,#,#,#,#,#,187.36,0.32,26.00,29.78,-6.20,-8.47,-4.40,0.20,0.26,0.29,26.51,0,1000.00,*F6
1734,1013.16,55.10,#,#,#,#,#,#,#,187.40,0.32,26.00,29.76,-5.50,-8.77,-3.76,-0.32,0.10,-0.53,26.51,0,1000.00,*CD
1735,1013.75,55.80,#,#,#,#,#,#,#,187.43,0.32,25.99,29.76,-7.17,-8.94,-4.76,-0.20,0.39,-0.14,26.60,0,1000.00,*96
1736,1014.33,55.10,#,#,#,#,#,#,#,187.31,0.32,25.99,29.75,-6.87,-8.90,-3.76,0.02,0.13,-0.09,26.55,0,1000.00,*5C
1737,1014.92,55.80,#,#,#,#,#,#,#,187.40,0.32,25.99,29.73,-7.63,-8.95,-4.00,0.29,0.41,0.24,26.60,0,1000.00,*7F
1738,1015.50,55.80,#,#,#,#,#,#,#,187.45,0.32,25.99,29.72,-6.72,-9.95,-3.82,0.61,0.24,-0.23,26.51,0,1000.00,*F3
1739,1016.08,55.80,#,#,#,#,#,#,#,187.48,0.32,25.99,29.71,-7.87,-7.99,-3.30,0.70,0.05,-0.10,26.55,0,1000.00,*C8
1740,1016.67,55.80,#,#,#,#,#,#,#,187.54,0.32,25.99,29.70,-6.77,-11.29,-1.24,-0.93,-0.52,-0.90,26.55,0,1000.00,*2E
1741,1017.26,55.10,#,#,#,#,#,#,#,187.79,0.32,25.99,29.69,-6.21,-8.68,-1.85,0.51,0.04,-0.02,26.46,0,1000.00,*72
1742,1017.84,55.80,#,#,#,#,#,#,#,187.57,0.32,25.99,29.69,-4.87,-9.54,-0.73,0.36,-0.22,0.21,26.51,0,1000.00,*5F
1743,1018.42,55.80,#,#,#,#,#,#,#,187.56,0.32,25.98,29.68,-5.46,-7.36,-1.03,0.44,0.42,0.07,26.51,0,1000.00,*18
1744,1019.01,55.10,#,#,#,#,#,#,#,187.47,0.32,25.99,29.66,-4.29,-8.68,-0.91,-0.07,-0.86,-0.22,26.51,0,1000.00,*45
1745,1019.60,55.10,#,#,#,#,#,#,#,187.81,0.32,25.99,29.65,-3.31,-8.80,-0.65,-2.61,0.51,-1.48,26.55,0,1000.00,*37
1746,1020.18,55.80,#,#,#,#,#,#,#,187.68,0.32,25.98,29.65,-2.15,-8.83,-1.31,0.95,-1.03,-0.54,26.46,0,1000.00,*39
1747,1020.77,55.80,#,#,#,#,#,#,#,187.56,0.32,25.98,29.64,-3.18,-8.15,-0.86,-1.32,-0.29,-0.48,26.51,0,1000.00,*3D
1748,1021.35,55.10,#,#,#,#,#,#,#,187.74,0.32,25.99,29.66,-3.99,-5.75,-0.20,0.51,-0.09,0.37,26.51,0,1000.00,*18
1749,1021.93,55.80,#,#,#,#,#,#,#,187.56,0.32,25.99,29.68,-3.20,-5.68,-1.12,-0.16,0.12,0.32,26.41,0,1000.00,*DF
1750,1022.52,55.10,#,#,#,#,#,#,#,187.69,0.32,25.98,29.68,-4.24,-4.70,-1.14,-0.63,0.16,-0.06,26.51,0,1000.00,*76
1751,1023.11,55.80,#,#,#,#,#,#,#,187.65,0.32,25.98,29.66,-4.71,-5.95,-1.63,-0.28,0.29,-0.18,26.51,0,1000.00,*EA
1752,1023.69,55.80,#,#,#,#,#,#,#,187.58,0.32,25.98,29.66,-4.66,-6.76,-2.11,-0.60,0.17,-0.31,26.51,0,1000.00,*BF
1753,1024.27,55.10,#,#,#,#,#,#,#,187.60,0.32,25.97,29.65,-5.24,-8.43,-1.63,-0.53,0.05,-0.12,26.37,0,1000.00,*4F
1754,1024.86,55.10,#,#,#,#,#,#,#,187.78,0.32,25.98,29.65,-6.33,-8.29,-1.22,-0.27,0.17,0.18,26.37,0,1000.00,*88
1755,1025.44,55.10,#,#,#,#,#,#,#,187.74,0.32,25.98,29.64,-5.51,-8.24,-1.79,-0.13,0.04,-0.07,26.55,0,1000.00,*BE
1756,1026.03,55.10,#,#,#,#,#,#,#,187.79,0.32,25.98,29.64,-4.23,-7.27,-6.30,-0.23,0.32,0.27,26.55,0,1000.00,*25
1757,1026.61,55.80,#,#,#,#,#,#,#,187.68,0.32,25.97,29.64,-5.96,-8.73,-3.97,0.18,-0.60,-0.06,26.55,0,1000.00,*2B
1758,1027.19,55.80,#,#,#,#,#,#,#,187.90,0.32,25.97,29.62,-6.55,-8.46,-3.81,-0.09,0.56,0.54,26.51,0,1000.00,*C4
1759,1027.78,55.10,#,#,#,#,#,#,#,188.07,0.32,25.97,29.60,-6.76,-9.48,-3.24,0.32,-0.88,-0.79,26.51,0,1000.00,*E0
1760,1028.37,55.80,#,#,#,#,#,#,#,187.82,0.32,25.97,29.59,-6.41,-10.84,-3.24,0.31,-0.33,-0.82,26.41,0,1000.00,*B4
1761,1028.95,55.10,#,#,#,#,#,#,#,187.80,0.32,25.97,29.61,-2.08,-10.69,-4.49,-0.59,0.00,-0.68,26.46,0,1000.00,*F3
1762,1029.53,55.10,#,#,#,#,#,#,#,187.93,0.32,25.97,29.60,-4.41,-8.25,-3.39,1.34,0.59,0.68,26.51,0,1000.00,*8F
1763,1030.12,55.80,#,#,#,#,#,#,#,187.66,0.32,25.97,29.60,-4.14,-8.36,-1.71,-0.41,-0.32,0.36,26.46,0,1000.00,*E5
1764,1030.71,55.10,#,#,#,#,#,#,#,187.81,0.32,25.97,29.62,-5.00,-8.20,-0.85,-0.38,0.38,-0.27,26.51,0,1000.00,*12
1765,1031.29,55.10,#,#,#,#,#,#,#,187.88,0.32,25.96,29.63,-3.70,-5.91,-1.76,-0.14,-0.58,0.34,26.37,0,1000.00,*13
1766,1031.87,55.80,#,#,#,#,#,#,#,187.91,0.32,25.96,29.62,-4.64,-5.78,-0.32,0.02,0.18,0.16,26.46,0,1000.00,*69
1767,1032.46,55.80,#,#,#,#,#,#,#,187.94,0.32,25.97,29.60,-3.85,-4.66,-2.31,-0.44,0.68,0.50,26.60,0,1000.00,*CA
1768,1033.04,55.80,#,#,#,#,#,#,#,187.87,0.32,25.96,29.59,-4.06,-4.89,-1.64,0.42,-0.63,0.61,26.46,0,1000.00,*61
1769,1033.62,55.10,#,#,#,#,#,#,#,187.83,0.32,25.96,29.58,-4.15,-4.66,-1.35,0.08,-0.19,0.61,26.46,0,1000.00,*A4
1770,1034.21,55.10,#,#,#,#,#,#,#,187.81,0.32,25.96,29.57,-4.32,-4.31,-1.72,-0.12,1.45,0.18,26.51,0,1000.00,*ED
1771,1034.79,55.80,#,#,#,#,#,#,#,187.92,0.32,25.96,29.56,-3.98,-4.77,-2.32,0.15,-0.14,0.42,26.46,0,1000.00,*23
1772,1035.38,55.80,#,#,#,#,#,#,#,187.81,0.32,25.96,29.55,-4.58,-5.12,-2.49,-0.02,-0.13,-0.00,26.51,0,1000.00,*A8
1773,1035.96,55.10,#,#,#,#,#,#,#,187.60,0.32,25.96,29.55,-4.79,-5.46,-3.36,-0.61,0.59,-0.33,26.51,0,1000.00,*DE
1774,1036.54,55.80,#,#,#,#,#,#,#,187.19,0.32,25.95,29.53,-5.23,-6.79,-3.01,-0.02,0.22,0.09,26.55,0,1000.00,*E8
1775,1037.13,55.80,#,#,#,#,#,#,#,187.85,0.32,25.95,29.52,-6.89,-7.66,-2.73,0.03,0.14,0.49,26.46,0,1000.00,*78
1776,1037.71,55.80,#,#,#,#,#,#,#,187.78,0.32,25.96,29.51,-6.55,-9.55,-2.36,0.05,0.21,-0.16,26.41,0,1000.00,*BC
1777,1038.30,55.80,#,#,#,#,#,#,#,187.70,0.32,25.95,29.50,-6.59,-10.26,-4.90,-0.12,0.57,0.17,26.37,0,1000.00,*11
1778,1038.88,55.80,#,#,#,#,#,#,#,187.82,0.32,25.96,29.50,-6.20,-9.93,-2.14,-0.10,-0.16,0.22,26.46,0,1000.00,*2F
1779,1039.46,55.10,#,#,#,#,#,#,#,187.84,0.32,25.95,29.49,-6.11,-8.71,-3.77,0.07,0.76,0.41,26.51,0,1000.00,*54
1780,1040.05,55.10,#,#,#,#,#,#,#,187.81,0.32,25.95,29.48,-4.28,-10.17,-3.65,-0.29,-0.08,-0.24,26.51,0,1000.00,*92
1781,1040.64,55.10,#,#,#,#,#,#,#,188.04,0.32,25.95,29.48,-6.11,-11.38,-2.47,0.71,0.02,0.88,26.46,0,1000.00,*D8
1782,1041.22,55.10,#,#,#,#,#,#,#,188.00,0.32,25.95,29.49,-5.95,-11.57,-2.11,-0.68,-0.60,-1.13,26.46,0,1000.00,*FA
1783,1041.81,55.80,#,#,#,#,#,#,#,188.05,0.32,25.95,29.49,-5.73,-7.70,-1.51,0.44,0.23,0.23,26.46,0,1000.00,*5E
1784,1042.39,55.80,#,#,#,#,#,#,#,187.70,0.32,25.94,29.49,-5.58,-9.26,-0.90,0.40,0.03,0.22,26.51,0,1000.00,*78
1785,1042.97,55.80,#,#,#,#,#,#,#,187.68,0.32,25.94,29.48,-5.04,-8.23,-1.62,0.35,0.49,0.05,26.41,0,1000.00,*BB
1786,1043.56,55.80,#,#,#,#,#,#,#,187.83,0.32,25.95,29.46,-3.48,-8.60,-1.57,-0.22,-0.40,-0.14,26.46,0,1000.00,*C4
1787,1044.14,55.10,#,#,#,#,#,#,#,188.07,0.32,25.94,29.48,-4.58,-8.46,-0.77,0.10,-0.00,-0.73,26.37,0,1000.00,*58
1788,1044.73,55.80,#,#,#,#,#,#,#,187.60,0.32,25.94,29.46,-3.74,-7.48,-1.02,0.38,-1.00,-0.36,26.46,0,1000.00,*41
1789,1045.31,55.80,#,#,#,#,#,#,#,187.91,0.32,25.94,29.46,-4.68,-5.95,3.42,0.05,0.21,0.12,26.41,0,1000.00,*E5
1790,1045.89,55.10,#,#,#,#,#,#,#,187.81,0.32,25.93,29.45,-3.68,-4.99,-0.03,-0.35,-0.54,0.15,26.41,0,1000.00,*E9
1791,1046.48,55.80,#,#,#,#,#,#,#,187.75,0.32,25.94,29.43,-4.50,-4.76,0.17,0.35,0.99,0.54,26.37,0,1000.00,*74
1792,1047.06,55.10,#,#,#,#,#,#,#,187.71,0.32,25.94,29.43,-5.42,-4.19,0.62,0.02,0.16,0.25,26.41,0,1000.00,*9F
1793,1047.65,55.80,#,#,#,#,#,#,#,187.69,0.32,25.94,29.42,-6.19,-4.69,0.32,-0.82,0.19,-0.22,26.46,0,1000.00,*B7
1794,1048.23,55.80,#,#,#,#,#,#,#,187.60,0.32,25.93,29.41,-6.30,-4.67,0.76,0.22,0.49,-0.12,26.41,0,1000.00,*40
1795,1048.81,55.80,#,#,#,#,#,#,#,187.76,0.32,25.94,29.37,-6.79,-5.83,1.18,-0.52,-0.30,-0.79,26.41,0,1000.00,*68
1796,1049.40,55.80,#,#,#,#,#,#,#,187.64,0.32,25.92,29.35,-6.77,-6.67,1.86,0.41,0.52,0.08,26.46,0,1000.00,*18
1797,1049.98,55.10,#,#,#,#,#,#,#,187.40,0.32,25.93,29.34,-7.36,-8.26,2.57,-0.37,-0.11,-0.02,26.41,0,1000.00,*E0
1798,1050.57,55.10,#,#,#,#,#,#,#,187.74,0.32,25.93,29.32,-8.50,-8.96,1.81,0.52,0.34,0.47,26.41,0,1000.00,*D1
1799,1051.15,55.10,#,#,#,#,#,#,#,187.40,0.32,25.93,29.31,-6.71,-9.25,2.30,0.18,-0.23,0.26,26.37,0,1000.00,*E5
1800,1051.74,55.80,#,#,#,#,#,#,#,187.60,0.32,25.93,29.30,-8.87,-9.37,2.10,0.34,0.59,0.13,26.37,0,1000.00,*98
1801,1052.32,55.80,#,#,#,#,#,#,#,187.68,0.32,25.93,29.30,-8.45,-9.88,2.19,-0.88,-1.03,-1.39,26.37,0,1000.00,*C5
1802,1052.90,55.80,#,#,#,#,#,#,#,187.64,0.32,25.92,29.30,-7.07,-8.66,4.02,0.43,0.07,0.08,26.46,0,1000.00,*E4
1803,1053.49,55.10,#,#,#,#,#,#,#,187.67,0.32,25.92,29.29,-5.94,-9.40,3.79,0.04,-0.27,0.04,26.41,0,1000.00,*9D
1804,1054.08,55.10,#,#,#,#,#,#,#,187.31,0.32,25.92,29.29,-5.68,-7.60,3.23,0.38,-0.08,-0.57,26.46,0,1000.00,*47
